 ,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,"mean(d,e,v)",mood_final
,,,,,,,0.424,0.8,-0.028,,-0.073,-0.1152,-15.977,-0.1528,111.781,,,Sad,0.0936,Lofi
,,,,,,,0.593,0.278,0.277,,-0.075,0.632,-12.914,-0.1491,105.265,,,Happy,0.500666667,Pop Chill
,,,,,,,0.325,0.707,0.17,,-0.052,0.268,-7.068,-0.1563,141.611,,,Sad,0.254333333,Lofi
,,,,,,,0.074,0.771,0.074,,-0.0927,-0.1447,-19.075,-0.1256,123.508,,,Sad,0.0011,Lofi
,,,,,,,0.419,0.801,-0.155,,-0.08,-0.035,-27.192,-0.1464,117.596,,,Sad,0.076333333,Lofi
,,,,,,,0.182,0.793,-0.074,,-0.0953,0.013,-14.269,-0.0878,82.457,,,Sad,0.040333333,Lofi
,,,,,,,0.61,0.422,-0.007,,0.438,0.423,-12.176,-0.1276,93.797,,,Sad,0.342,Lofi
,,,,,,,0.578,0.363,0.187,,-0.069,0.575,-7.255,-0.1167,84.825,,,Sad,0.446666667,Chill
,,,,,,,0.35,0.586,0.174,,-0.074,0.303,-9.528,-0.1243,153.978,,,Sad,0.275666667,Lofi
,,,,,,,0.166,0.749,0.111,,-0.09,-0.065,-10.294,-0.1517,115.099,,,Sad,0.070666667,Lofi
,,,,,,,0.424,0.8,-0.028,,-0.073,-0.1152,-15.977,-0.1528,111.781,,,Sad,0.0936,Lofi
,,,,,,,0.593,0.278,0.277,,-0.075,0.632,-12.914,-0.1491,105.265,,,Happy,0.500666667,Pop Chill
,,,,,,,0.325,0.707,0.17,,-0.052,0.268,-7.068,-0.1563,141.611,,,Sad,0.254333333,Lofi
,,,,,,,0.074,0.771,0.074,,-0.0927,-0.1447,-19.075,-0.1256,123.508,,,Sad,0.0011,Lofi
,,,,,,,0.419,0.801,-0.155,,-0.08,-0.035,-27.192,-0.1464,117.596,,,Sad,0.076333333,Lofi
,,,,,,,0.182,0.793,-0.074,,-0.0953,0.013,-14.269,-0.0878,82.457,,,Sad,0.040333333,Lofi
Aaj Ke Baad Reprise,,,,,,,0.278,0.656,0.731,,0.155,0.366,-6.04,0.0658,175.89,,,Sad,0.458333333,Chill
Aaj Ke Baad Satyaprem Ki Katha,,,,,,,0.483,0.48,0.608,,0.1,0.29,-6.109,0.0313,86.933,,,Sad,0.460333333,Chill
Aaj Ke Baad,,,,,,,0.483,0.48,0.608,,0.1,0.29,-6.109,0.0313,86.933,,,Sad,0.460333333,Chill
Ammiye,,,,,,,0.37,0.809,0.521,,0.0897,0.415,-9.621,0.0964,81.505,,,Sad,0.435333333,Chill
Andhere Mein,,,,,,,0.697,0.273,0.468,,0.231,0.234,-8.936,0.0356,122.026,,,Sad,0.466333333,Chill
Aradhya,,,,,,,0.608,0.642,0.73,,0.0994,0.378,-5.687,0.0358,107.962,,,Sad,0.572,Pop Chill
Aye Zindagi,,,,,,,0.369,0.57,0.39,,0.177,0.428,-8.315,0.0429,159.255,,,Sad,0.395666667,Chill
Baari Barsi,,,,,,,0.668,0.105,0.596,,0.318,0.786,-10.061,0.204,109.947,,,Happy,0.683333333,Hard Rock
Bandishen,,,,,,,0.802,0.515,0.42,,0.499,0.464,-11.929,0.0567,120.014,,,Sad,0.562,Pop Chill
Besuri Main,,,,,,,0.391,0.807,0.285,,0.0801,0.137,-11.064,0.0461,114.887,,,Sad,0.271,Lofi
Bhartaar Sumit Goswami,,,,,,,0.896,0.0805,0.818,,0.263,0.936,-3.531,0.0471,114.983,,,Happy,0.883333333,Hard Rock
Bombay Sumit Goswami,,,,,,,0.782,0.0477,0.867,,0.0624,0.52,-2.93,0.0375,99.985,,,Happy,0.723,Hard Rock
Chanda Mama,,,,,,,0.748,0.21,0.767,,0.342,0.96,-6.219,0.0291,112.045,,,Happy,0.825,Hard Rock
Chhuppan Chhuppai,,,,,,,0.687,0.0441,0.813,,0.0784,0.854,-7.198,0.067,153.968,,,Happy,0.784666667,Hard Rock
Chora Gaam Ka Sumit Goswami,,,,,,,0.658,0.0703,0.711,,0.0974,0.539,-4.847,0.167,173.53,,,Happy,0.636,Pop Chill
Chum Chum Rakheya B Praak,,,,,,,0.654,0.141,0.799,,0.167,0.419,-4.211,0.0595,89.946,,,Happy,0.624,Pop Chill
Chum Chum Rakheya Oye Makhna,,,,,,,0.654,0.141,0.799,,0.167,0.419,-4.211,0.0595,89.946,,,Happy,0.624,Pop Chill
Dark Days,,,,,,,0.604,0.109,0.655,,0.125,0.59,-7.088,0.0273,115.038,,,Happy,0.616333333,Pop Chill
Dastaan,,,,,,,0.552,0.479,0.598,,0.0806,0.354,-6.052,0.0362,135.951,,,Sad,0.501333333,Pop Chill
Deewani Sachet Tandon,,,,,,,0.559,0.476,0.762,,0.0843,0.662,-4.337,0.032,108.012,,,Happy,0.661,Hard Rock
Dhappa,,,,,,,0.589,0.234,0.915,,0.0977,0.87,-3.229,0.262,164.027,,,Happy,0.791333333,Hard Rock
Dheere,,,,,,,0.73,0.0399,0.58,,0.0703,0.55,-7.976,0.124,167.915,,,Happy,0.62,Pop Chill
Dhindhora Baje Re Rocky Aur Rani Kii Prem Kahaani,,,,,,,0.679,0.219,0.883,,0.165,0.726,-6.281,0.112,128.004,,,Happy,0.762666667,Hard Rock
Dhindhora Baje Re,,,,,,,0.679,0.219,0.883,,0.165,0.726,-6.281,0.112,128.004,,,Happy,0.762666667,Hard Rock
Dil Bechara Neha Kakkar,,,,,,,0.647,0.544,0.65,,0.207,0.379,-8.482,0.283,89.839,,,Sad,0.558666667,Pop Chill
Dil Se Dil Tak Bawaal,,,,,,,0.382,0.854,0.5,,0.166,0.232,-6.154,0.037,111.927,,,Sad,0.371333333,Chill
Dil Se Dil Tak,,,,,,,0.382,0.854,0.5,,0.166,0.232,-6.154,0.037,111.927,,,Sad,0.371333333,Chill
Dilon Ki Doriyan Bawaal,,,,,,,0.657,0.19,0.823,,0.11,0.654,-5.575,0.0859,104.032,,,Happy,0.711333333,Hard Rock
Dilon Ki Doriyan,,,,,,,0.657,0.19,0.823,,0.11,0.654,-5.575,0.0859,104.032,,,Happy,0.711333333,Hard Rock
Ek Tu Hi Hai Stebin Ben,,,,,,,0.669,0.556,0.534,,0.105,0.377,-8.98,0.0308,94.01,,,Sad,0.526666667,Pop Chill
Farebi,,,,,,,0.427,0.697,0.594,,0.206,0.274,-5.498,0.0279,179.952,,,Sad,0.431666667,Chill
Farishtey B Praak,,,,,,,0.616,0.488,0.695,,0.11,0.603,-6.301,0.0675,98.169,,,Happy,0.638,Pop Chill
Gole Male,,,,,,,0.69,0.67,0.734,,0.127,0.483,-4.862,0.0402,146.951,,,Happy,0.635666667,Pop Chill
Gujju Pataka Satyaprem Ki Katha,,,,,,,0.466,0.0332,0.759,,0.0693,0.453,-7.107,0.189,137.022,,,Sad,0.559333333,Pop Chill
Gujju Pataka,,,,,,,0.466,0.0332,0.759,,0.0693,0.453,-7.107,0.189,137.022,,,Sad,0.559333333,Pop Chill
Herail Ba,,,,,,,0.68,0.831,0.372,,0.14,0.639,-8.057,0.0454,123.935,,,Sad,0.563666667,Pop Chill
Hope,,,,,,,0.592,0.661,0.457,,0.146,0.225,-6.081,0.0603,146.04,,,Sad,0.424666667,Chill
Hostel Life Khasa Aala Chahar,,,,,,,0.791,0.234,0.825,,0.212,0.95,-3.349,0.0362,95.968,,,Happy,0.855333333,Hard Rock
Huppa Huiya,,,,,,,0.483,0.684,0.786,,0.122,0.423,-6.983,0.318,165.113,,,Sad,0.564,Pop Chill
Intezaar Tha,,,,,,,0.605,0.601,0.366,,0.102,0.691,-9.467,0.0369,114.845,,,Sad,0.554,Pop Chill
Issa Vibe,,,,,,,0.66,0.00249,0.956,,0.385,0.752,-7.227,0.0499,122.998,,,Happy,0.789333333,Hard Rock
Ittar Jasmine Sandlas,,,,,,,0.487,0.165,0.755,,0.0713,0.656,-4.42,0.0963,85.256,,,Happy,0.632666667,Pop Chill
Jai Shri Ram Arijit Singh Version,,,,,,,0.403,0.0779,0.607,,0.178,0.165,-7.722,0.103,159.377,,,Sad,0.391666667,Chill
Jai Shri Ram Jubin Nautiyal Version,,,,,,,0.595,0.662,0.488,,0.0702,0.391,-8.767,0.0453,79.783,,,Sad,0.491333333,Chill
Jai Shri Ram Sachet Parampara Version,,,,,,,0.582,0.487,0.76,,0.145,0.474,-5.954,0.0402,80.043,,,Happy,0.605333333,Pop Chill
Jai Shri Ram Sonu Nigam Version,,,,,,,0.493,0.392,0.682,,0.201,0.432,-7.496,0.0759,80.005,,,Sad,0.535666667,Pop Chill
Jawan Prevue Theme,,,,,,,0.476,0.00051,0.842,,0.0781,0.162,-6.586,0.0826,112.45,,,Sad,0.493333333,Chill
Jawaniyaan,,,,,,,0.674,0.0959,0.782,,0.254,0.156,-8.245,0.0302,121.963,,,Sad,0.537333333,Pop Chill
Kahin Aur Le Chalo,,,,,,,0.414,0.532,0.319,,0.0954,0.281,-11.249,0.0293,154.337,,,Sad,0.338,Lofi
Kanna Vich Waaliyan Yo Yo Honey Singh,,,,,,,0.843,0.441,0.672,,0.0789,0.935,-7.231,0.185,152.026,,,Happy,0.816666667,Hard Rock
Kat Jayega,,,,,,,0.934,0.0623,0.763,,0.128,0.249,-4.948,0.171,95.964,,,Happy,0.648666667,Pop Chill
Khairiyat,,,,,,,0.534,0.697,0.481,,0.142,0.293,-9.016,0.0412,124.914,,,Sad,0.436,Chill
Khelo Khellum,,,,,,,0.775,0.147,0.625,,0.0432,0.781,-7.093,0.0492,120.011,,,Happy,0.727,Hard Rock
Khoya Tu Kahaan,,,,,,,0.65,0.00682,0.799,,0.117,0.613,-5.441,0.0344,124.996,,,Happy,0.687333333,Hard Rock
King Of Indian Hip Hop Emiway Bantai,,,,,,,0.676,0.246,0.806,,0.179,0.865,-4.61,0.367,91.268,,,Happy,0.782333333,Hard Rock
King Of Indian Hip Hop King Of The Streets,,,,,,,0.676,0.246,0.806,,0.179,0.865,-4.61,0.367,91.268,,,Happy,0.782333333,Hard Rock
Lashkare Yo Yo Honey Singh,,,,,,,0.794,0.52,0.747,,0.0725,0.741,-3.148,0.0709,97.957,,,Happy,0.760666667,Hard Rock
Le Aaunga Satyaprem Ki Katha,,,,,,,0.694,0.468,0.484,,0.107,0.214,-7.037,0.0343,122.897,,,Sad,0.464,Chill
Le Aaunga,,,,,,,0.694,0.468,0.484,,0.107,0.214,-7.037,0.0343,122.897,,,Sad,0.464,Chill
Likhna Mitana,,,,,,,0.451,0.678,0.515,,0.112,0.133,-8.022,0.0422,96.864,,,Sad,0.366333333,Chill
Lori,,,,,,,0.202,0.968,0.00618,,0.142,0.0601,-33.929,0.0487,63.358,,,Sad,0.089426667,Lofi
Love Stereo Again Tiger Shroff,,,,,,,0.729,0.0365,0.78,,0.0943,0.667,-6.77,0.0314,127.01,,,Happy,0.725333333,Hard Rock
Maachis Amit Saini Rohtakiya,,,,,,,0.689,0.47,0.782,,0.333,0.661,-4.516,0.125,74.995,,,Happy,0.710666667,Hard Rock
Mahiye Jinna Sohna Darshan Raval,,,,,,,0.567,0.736,0.54,,0.164,0.331,-5.754,0.0406,92.027,,,Sad,0.479333333,Chill
Mera Ishq Vi Tu,,,,,,,0.625,0.0694,0.795,,0.322,0.779,-5.989,0.0564,78.044,,,Happy,0.733,Hard Rock
Mera Na Sidhu Moose Wala,,,,,,,0.753,0.542,0.477,,0.107,0.527,-7.739,0.0685,83.485,,,Sad,0.585666667,Pop Chill
Mere Saaiyan,,,,,,,0.499,0.529,0.468,,0.771,0.578,-8.585,0.0747,77.871,,,Sad,0.515,Pop Chill
Mohabbat Amaal Malik,,,,,,,0.595,0.478,0.703,,0.334,0.638,-6.857,0.0389,78.987,,,Happy,0.645333333,Pop Chill
Mushkil,,,,,,,0.792,0.00704,0.701,,0.192,0.482,-8.52,0.33,169.895,,,Happy,0.658333333,Hard Rock
Naagni Gulzaar Chhaniwala,,,,,,,0.602,0.116,0.882,,0.0959,0.945,-4.586,0.077,77.786,,,Happy,0.809666667,Hard Rock
Naseeb Se,,,,,,,0.557,0.556,0.599,,0.103,0.392,-6.309,0.0447,149.785,,,Sad,0.516,Pop Chill
Naseeba Ghoom,,,,,,,0.725,0.297,0.892,,0.124,0.651,-7.539,0.068,111.989,,,Happy,0.756,Hard Rock
Naye Armaan,,,,,,,0.66,0.418,0.56,,0.0998,0.155,-13.593,0.0478,127.96,,,Sad,0.458333333,Chill
Nishaan Kaka,,,,,,,0.673,0.537,0.623,,0.157,0.562,-6.635,0.112,81.836,,,Happy,0.619333333,Pop Chill
Pasoori Nu Satyaprem Ki Katha,,,,,,,0.717,0.45,0.666,,0.111,0.74,-7.54,0.0566,95.989,,,Happy,0.707666667,Hard Rock
Pasoori Nu,,,,,,,0.717,0.45,0.666,,0.111,0.74,-7.54,0.0566,95.989,,,Happy,0.707666667,Hard Rock
Pehli Baarish Mein Jubin Nautiyal,,,,,,,0.649,0.281,0.876,,0.156,0.773,-4.875,0.0309,95.011,,,Happy,0.766,Hard Rock
Pehli Pehli Baar Saaj Bhatt,,,,,,,0.449,0.257,0.464,,0.0699,0.428,-10.633,0.0928,148.832,,,Sad,0.447,Chill
Qafira Afsana Khan,,,,,,,0.479,0.375,0.542,,0.0798,0.256,-6.966,0.0445,89.929,,,Sad,0.425666667,Chill
Quaid,,,,,,,0.666,0.00875,0.893,,0.267,0.837,-5.836,0.0614,100.025,,,Happy,0.798666667,Hard Rock
Raat Baaki,,,,,,,0.509,0.512,0.834,,0.216,0.788,-6.105,0.22,113.853,,,Happy,0.710333333,Hard Rock
Raatan Kaaliyan Ayushmann Khurrana,,,,,,,0.662,0.586,0.704,,0.0904,0.353,-7.769,0.0381,110.944,,,Sad,0.573,Pop Chill
Ram Siya Ram,,,,,,,0.54,0.667,0.589,,0.314,0.529,-6.939,0.0448,80.962,,,Sad,0.552666667,Pop Chill
Real Talk,,,,,,,0.789,0.128,0.71,,0.112,0.188,-6.165,0.0681,138.033,,,Sad,0.562333333,Pop Chill
Ro Lehn De,,,,,,,0.606,0.638,0.488,,0.11,0.413,-9.365,0.0446,137.998,,,Sad,0.502333333,Pop Chill
Sahmi Sahmi,,,,,,,0.489,0.73,0.428,,0.255,0.552,-8.369,0.0301,109.956,,,Sad,0.489666667,Chill
Salamat Rahe,,,,,,,0.579,0.0308,0.645,,0.141,0.469,-6.245,0.0251,147.828,,,Sad,0.564333333,Pop Chill
Sanam Aa Gaya Stebin Ben,,,,,,,0.564,0.46,0.801,,0.143,0.492,-5.26,0.0318,81.943,,,Happy,0.619,Pop Chill
Shivoham,,,,,,,0.535,0.358,0.704,,0.107,0.142,-9.261,0.0537,80,,,Sad,0.460333333,Chill
Sports Gaddiyan Yo Yo Honey Singh,,,,,,,0.83,0.604,0.66,,0.106,0.679,-6.652,0.208,94.003,,,Happy,0.723,Hard Rock
Stardust,,,,,,,0.515,0.0478,0.554,,0.219,0.509,-11.616,0.0784,80.146,,,Sad,0.526,Pop Chill
Sun Sajni Satyaprem Ki Katha,,,,,,,0.548,0.0719,0.75,,0.386,0.336,-5.785,0.0828,126.013,,,Sad,0.544666667,Pop Chill
Sun Sajni,,,,,,,0.548,0.0719,0.75,,0.386,0.336,-5.785,0.0828,126.013,,,Sad,0.544666667,Pop Chill
Talcum Powder,,,,,,,0.84,0.000664,0.807,,0.125,0.632,-9.086,0.117,126.026,,,Happy,0.759666667,Hard Rock
Tanha,,,,,,,0.374,0.699,0.402,,0.139,0.194,-9.784,0.0752,89.39,,,Sad,0.323333333,Lofi
Tell Me Once Yo Yo Honey Singh,,,,,,,0.851,0.528,0.733,,0.111,0.574,-5.779,0.0401,112.028,,,Happy,0.719333333,Hard Rock
Tu Hai Sheetal Dhaara,,,,,,,0.172,0.917,0.267,,0.122,0.227,-11.361,0.0389,74.733,,,Sad,0.222,Lofi
Tu Meri Roja,,,,,,,0.663,0.317,0.67,,0.12,0.764,-6.521,0.0389,95.043,,,Happy,0.699,Hard Rock
Tum Jo Mile Ajay Gogavale Version,,,,,,,0.512,0.92,0.498,,0.0829,0.109,-8.489,0.0399,140.02,,,Sad,0.373,Chill
Tum Jo Mile,,,,,,,0.489,0.918,0.445,,0.11,0.2,-7.343,0.0296,139.95,,,Sad,0.378,Chill
Tum Kya Mile Rocky Aur Rani Kii Prem Kahaani,,,,,,,0.271,0.586,0.726,,0.353,0.532,-6.504,0.0527,87.425,,,Sad,0.509666667,Pop Chill
Tum Kya Mile,,,,,,,0.271,0.586,0.726,,0.353,0.532,-6.504,0.0527,87.425,,,Sad,0.509666667,Pop Chill
Tumhe Kitna Pyaar Karte Bawaal,,,,,,,0.602,0.924,0.374,,0.084,0.388,-9.849,0.0328,101.855,,,Sad,0.454666667,Chill
Tumhe Kitna Pyaar Karte,,,,,,,0.602,0.924,0.374,,0.084,0.388,-9.849,0.0328,101.855,,,Sad,0.454666667,Chill
Udd Jaa Kaale Kaava Gadar,,,,,,,0.294,0.00946,0.171,,0.134,0.223,-8.833,0.0407,138.63,,,Sad,0.229333333,Lofi
Ve Kamleya Rocky Aur Rani Kii Prem Kahaani,,,,,,,0.468,0.81,0.658,,0.12,0.534,-7.6,0.0668,87.607,,,Sad,0.553333333,Pop Chill
Ve Kamleya,,,,,,,0.468,0.81,0.658,,0.12,0.534,-7.6,0.0668,87.607,,,Sad,0.553333333,Pop Chill
Ved Lavlay,,,,,,,0.837,0.169,0.736,,0.0911,0.758,-5.502,0.0506,98.011,,,Happy,0.777,Hard Rock
What Jhumka,,,,,,,0.821,0.235,0.823,,0.207,0.479,-5.455,0.1,107.953,,,Happy,0.707666667,Hard Rock
Yaar Di Shaadi,,,,,,,0.812,0.418,0.846,,0.0992,0.792,-7.023,0.109,98.029,,,Happy,0.816666667,Hard Rock
Yaar Ka Sataya Hua Hai B Praak,,,,,,,0.728,0.271,0.734,,0.0788,0.523,-4.252,0.0449,130.014,,,Happy,0.661666667,Hard Rock
Yaar Ka Sataya Hua Hai Zohrajabeen,,,,,,,0.728,0.271,0.734,,0.0788,0.523,-4.252,0.0449,130.014,,,Happy,0.661666667,Hard Rock
Yaara Vikram Vedha,,,,,,,0.22,0.715,0.433,,0.129,0.22,-9.075,0.0323,80.004,,,Sad,0.291,Lofi
Yeh Nazar,,,,,,,0.498,0.488,0.705,,0.113,0.962,-6.932,0.0773,176.821,,,Happy,0.721666667,Hard Rock
Zikr Tera Sumit Goswami,,,,,,,0.481,0.551,0.546,,0.266,0.48,-4.475,0.0466,83.467,,,Sad,0.502333333,Pop Chill
